trun,c,ELp,value,scenario
2024,omn,CC,9.547,B
2024,omn,Cogen,2.466,B
2025,ksa,Steam,33.7512,B
2025,ksa,GT,29.978439607179432,B
2025,ksa,CC,33.69205701655895,B
2025,ksa,CCcon,5.3790000000000004,B
2025,ksa,PV,0.014635717752363468,B
2025,ksa,Cogen,14.741999999999999,B
2025,uae,GT,8.190602574117387,B
2025,uae,CC,3.96,B
2025,uae,CCcon,0.10545,B
2025,uae,CoalSteam,4.2,B
2025,uae,Nuclear,5.6,B
2025,uae,PV,0.009135588830406827,B
2025,uae,CSP,0.05,B
2025,uae,Cogen,20.57,B
2025,qat,Steam,1.1291320664068696,B
2025,qat,GT,1.7685146637938072,B
2025,qat,CC,4.490976472264365,B
2025,qat,CCcon,0.13125,B
2025,qat,Cogen,7.796,B
2025,kuw,Nuclear,2.5158299883632713,B
2025,kuw,PV,0.009135588830406827,B
2025,kuw,Cogen,28.998719581590468,B
2025,bah,Steam,1.302,B
2025,bah,GT,1.629,B
2025,bah,CC,1.94,B
2025,bah,Cogen,0.28200000000000003,B
2025,omn,CC,9.547,B
2025,omn,Cogen,2.466,B
2026,ksa,Steam,33.7512,B
2026,ksa,GT,29.978439607179432,B
2026,ksa,CC,39.20343719856194,B
2026,ksa,CCcon,5.3790000000000004,B
2026,ksa,PV,0.014505898512853128,B
2026,ksa,Cogen,14.741999999999999,B
2026,uae,GT,8.190602574117387,B
2026,uae,CC,3.96,B
2026,uae,CCcon,0.10545,B
2026,uae,CoalSteam,4.2,B
2026,uae,Nuclear,5.6,B
2026,uae,PV,0.009053368530933165,B
2026,uae,CSP,0.05,B
2026,uae,Cogen,20.57,B
2026,qat,Steam,1.1291320664068696,B
2026,qat,GT,1.7685146637938072,B
2026,qat,CC,4.843000516516009,B
2026,qat,CCcon,0.13125,B
2026,qat,Cogen,7.796,B
2026,kuw,Nuclear,2.5158299883632713,B
2026,kuw,PV,0.009053368530933165,B
2026,kuw,Cogen,28.998719581590468,B
2026,bah,Steam,1.302,B
2026,bah,GT,1.629,B
2026,bah,CC,1.94,B
2026,bah,Cogen,0.28200000000000003,B
2026,omn,CC,9.547,B
2026,omn,Cogen,2.466,B
2027,ksa,Steam,33.7512,B
2027,ksa,GT,29.978439607179432,B
2027,ksa,CC,44.17886437685591,B
2027,ksa,CCcon,5.3790000000000004,B
2027,ksa,PV,0.014377238135397076,B
2027,ksa,Cogen,14.741999999999999,B
2027,uae,GT,8.190602574117387,B
2027,uae,CC,3.96,B
2027,uae,CCcon,0.10545,B
2027,uae,CoalSteam,4.2,B
2027,uae,Nuclear,5.6,B
2027,uae,PV,0.008971888214154766,B
2027,uae,CSP,0.05,B
2027,uae,Cogen,20.57,B
2027,qat,Steam,1.1291320664068696,B
2027,qat,GT,1.7685146637938072,B
2027,qat,CC,5.29789081846123,B
2027,qat,CCcon,0.13125,B
2027,qat,Cogen,7.796,B
2027,kuw,Nuclear,3.2407370192670317,B
2027,kuw,PV,0.008971888214154766,B
2027,kuw,Cogen,28.998719581590468,B
2027,bah,Steam,1.302,B
2027,bah,GT,1.629,B
2027,bah,CC,1.9983564032630792,B
2027,bah,Cogen,0.28200000000000003,B
2027,omn,CC,9.547,B
2027,omn,Cogen,2.466,B
2028,ksa,Steam,33.7512,B
2028,ksa,GT,29.978439607179432,B
2028,ksa,CC,52.607777421837156,B
2028,ksa,CCcon,5.3790000000000004,B
2028,ksa,PV,0.01424972623779233,B
2028,ksa,Cogen,14.741999999999999,B
2028,uae,GT,8.190602574117387,B
2028,uae,CC,4.372548433316778,B
2028,uae,CCcon,0.10545,B
2028,uae,CoalSteam,4.2,B
2028,uae,Nuclear,5.6,B
2028,uae,PV,0.008891141220227373,B
2028,uae,CSP,0.05,B
2028,uae,Cogen,20.57,B
2028,qat,Steam,1.1291320664068696,B
2028,qat,GT,1.7685146637938072,B
2028,qat,CC,5.940015856212447,B
2028,qat,CCcon,0.13125,B
2028,qat,Cogen,7.796,B
2028,kuw,Nuclear,3.3073175265678234,B
2028,kuw,PV,0.008891141220227373,B
2028,kuw,Cogen,28.998719581590468,B
2028,bah,Steam,1.302,B
2028,bah,GT,1.629,B
2028,bah,CC,2.138274921782695,B
2028,bah,Cogen,0.28200000000000003,B
2028,omn,CC,9.547,B
2028,omn,Cogen,2.466,B
2029,ksa,Steam,33.7512,B
2029,ksa,GT,29.978439607179432,B
2029,ksa,CC,60.869881281400396,B
